epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
83,5141.39,1.20093,0.63769,0.00224,0.88139,0.88525,0.94207,0.69935,1.0595,0.4806,0.00269,0.000432689,0.000432689,0.000432689
84,5199.34,1.18119,0.61021,0.0022,0.88107,0.88455,0.94212,0.70085,1.06077,0.47671,0.00269,0.000422449,0.000422449,0.000422449
85,5257.6,1.18098,0.60645,0.00219,0.88529,0.88461,0.94257,0.70182,1.05792,0.47527,0.00268,0.000412246,0.000412246,0.000412246
86,5315.77,1.1866,0.61346,0.0022,0.88949,0.88226,0.94246,0.70116,1.06058,0.47417,0.00269,0.000402084,0.000402084,0.000402084
87,5374.13,1.18519,0.61757,0.0022,0.89195,0.88116,0.94195,0.7018,1.05935,0.47699,0.00269,0.000391966,0.000391966,0.000391966
88,5432.1,1.19265,0.62207,0.0022,0.88194,0.88752,0.94162,0.70186,1.05895,0.47719,0.00269,0.000381899,0.000381899,0.000381899
89,5490.11,1.18031,0.61893,0.00218,0.88873,0.87928,0.94113,0.69975,1.06231,0.47908,0.0027,0.000371885,0.000371885,0.000371885
90,5547.97,1.18548,0.61807,0.0022,0.88463,0.88446,0.94183,0.70137,1.05891,0.47856,0.00268,0.000361929,0.000361929,0.000361929
91,5605.97,1.18115,0.60964,0.00218,0.89041,0.88187,0.94191,0.70089,1.0608,0.47577,0.00269,0.000352037,0.000352037,0.000352037
92,5663.81,1.17741,0.61304,0.00218,0.88618,0.88096,0.94201,0.70126,1.05941,0.47656,0.00269,0.000342211,0.000342211,0.000342211
93,5721.84,1.1735,0.60006,0.00217,0.88539,0.88024,0.94172,0.70119,1.0596,0.48012,0.00269,0.000332457,0.000332457,0.000332457
94,5779.69,1.17889,0.60636,0.00217,0.88385,0.88872,0.94274,0.70157,1.06103,0.47499,0.00269,0.000322778,0.000322778,0.000322778
95,5837.86,1.18247,0.61566,0.00217,0.88732,0.88478,0.94261,0.70136,1.05923,0.4751,0.00268,0.00031318,0.00031318,0.00031318
96,5896.36,1.16186,0.59414,0.00212,0.88805,0.88467,0.94306,0.70172,1.05869,0.47647,0.00269,0.000303665,0.000303665,0.000303665
97,5954.36,1.1843,0.6056,0.00216,0.89396,0.87976,0.94319,0.70242,1.05893,0.47417,0.00269,0.000294239,0.000294239,0.000294239
98,6012.39,1.17556,0.60313,0.00216,0.88954,0.88275,0.94335,0.70239,1.05962,0.47294,0.00269,0.000284906,0.000284906,0.000284906
99,6070.13,1.17062,0.6056,0.00217,0.89378,0.88358,0.94424,0.70319,1.05809,0.47184,0.00269,0.000275668,0.000275668,0.000275668
100,6128.26,1.17699,0.60329,0.00216,0.88879,0.88657,0.94358,0.70334,1.05807,0.47519,0.00269,0.000266532,0.000266532,0.000266532
101,6186.03,1.16782,0.59356,0.00218,0.88748,0.88907,0.94385,0.70364,1.05679,0.47372,0.00268,0.0002575,0.0002575,0.0002575
102,6244.16,1.17307,0.5964,0.00214,0.88889,0.88525,0.94329,0.70334,1.05762,0.47384,0.00269,0.000248577,0.000248577,0.000248577
103,6302.03,1.16239,0.59218,0.00217,0.89615,0.88096,0.94364,0.70409,1.05543,0.47109,0.00268,0.000239766,0.000239766,0.000239766
104,6360.03,1.17737,0.60738,0.00217,0.89789,0.88024,0.94332,0.70404,1.05624,0.4729,0.00268,0.000231071,0.000231071,0.000231071
105,6418,1.16684,0.60752,0.00215,0.89496,0.88275,0.94387,0.70364,1.05602,0.47182,0.00268,0.000222497,0.000222497,0.000222497
106,6476.13,1.16617,0.59755,0.00215,0.89542,0.8792,0.9434,0.70427,1.05647,0.47142,0.00268,0.000214046,0.000214046,0.000214046
107,6534.18,1.16236,0.603,0.00216,0.90024,0.8771,0.94299,0.70334,1.05576,0.47387,0.00268,0.000205723,0.000205723,0.000205723
108,6592.2,1.16814,0.59284,0.00214,0.89641,0.87952,0.94329,0.70325,1.05539,0.47418,0.00268,0.000197532,0.000197532,0.000197532
109,6650.23,1.15586,0.58111,0.00211,0.89846,0.87618,0.94384,0.70441,1.05641,0.47195,0.00268,0.000189475,0.000189475,0.000189475
110,6708.68,1.15727,0.58901,0.00211,0.89575,0.87916,0.94334,0.70389,1.05514,0.47053,0.00268,0.000181557,0.000181557,0.000181557
111,6766.84,1.15917,0.59119,0.00213,0.90027,0.87964,0.94377,0.70401,1.05423,0.47052,0.00267,0.00017378,0.00017378,0.00017378
112,6825.01,1.16124,0.59672,0.00214,0.89855,0.87887,0.94337,0.70431,1.05438,0.47171,0.00267,0.000166149,0.000166149,0.000166149
113,6883.12,1.16156,0.59662,0.00211,0.89561,0.88,0.94324,0.70408,1.05462,0.46888,0.00267,0.000158667,0.000158667,0.000158667
114,6941.01,1.1513,0.59713,0.00212,0.89597,0.87824,0.94318,0.70303,1.05505,0.47133,0.00268,0.000151336,0.000151336,0.000151336
115,6999.09,1.16704,0.60213,0.00213,0.89769,0.88,0.94392,0.70426,1.05336,0.47227,0.00267,0.000144161,0.000144161,0.000144161
116,7056.95,1.15407,0.59109,0.00213,0.89763,0.88159,0.94413,0.70498,1.05378,0.47077,0.00267,0.000137143,0.000137143,0.000137143
117,7114.98,1.14929,0.58236,0.00212,0.89451,0.88466,0.94314,0.70474,1.05387,0.4685,0.00267,0.000130287,0.000130287,0.000130287
118,7173.15,1.15744,0.5898,0.0021,0.89534,0.88287,0.94322,0.70499,1.05416,0.46968,0.00267,0.000123596,0.000123596,0.000123596
119,7231.12,1.15134,0.58828,0.00212,0.89506,0.88197,0.94284,0.70441,1.0548,0.4696,0.00267,0.000117072,0.000117072,0.000117072
120,7288.94,1.146,0.58976,0.00212,0.89404,0.88155,0.94291,0.70415,1.05396,0.47352,0.00267,0.000110718,0.000110718,0.000110718
